Unnamed: 0,id,uuid,name_zh,name_en,unit,sampling_start,sampling_end,valid_time,location,class_code,description,source_description,source_original_id,source_url,classification_system,source,source_type,completeness_type,first_class,second_class,third_class,data_entry_by,location_id,synonyms,data_version,create_time,class_id
200,1819180184427958272,ff37d919-1e13-47ca-a649-68b9fddf1f2f,PVCCAZ 片材（符合 REACH 和 RoHS 标准）、,"PVCCAZ Sheets (REACH and RoHS Compliant),",m²,2024-06-25 (version 1.3),2024-06-25 (version 1.3),2028-10-15,,,"Description: PVC-CAZ panels are available in different colors and in various thicknesses such as 1.8 mm, 1.9 mm, and 2.5 mm, with the option to produce further thicknesses upon customer request. These PVC extruded sheets are panels without plasticizers, featuring a rigid finish with an average density of 1.45 g/cm³. They combine the benefits of an attractive surface finish, either embossed or smooth, with high rigidity. These sheets are suitable for indoor use in wall cladding applications, including wall and door protection, hygienic wall cladding, and decorative wall panels in rooms, corridors, and wet areas like hospitals, schools, offices, hotels, etc. They are REACH and RoHS compliant.",The International EPD® System,,https://www.environdec.com/library/epd8291,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:15:29.357983,
201,1819180386983481344,91cf4909-48cb-4b64-8e62-92b0b29044d4,"SCG 智能板天花板锥形边缘(G37570), SCG 智能板墙壁地板锥形边缘(G37570)","SCG SmartBoard Ceiling Tapered Edge(G37570), SCG SmartBoard Wall  Floor Tapered Edge(G37570)",kg,2024-06-05,2024-06-05,2029-06-04,Thailand,,"Description: Fiber Cement Panel with a smooth surface and Tapered Edge, intended for wall application with a concealed joint. The tapered edge facilitates plastering between panels to create a seamless finish. Suitable for drywall systems in the construction of residential and commercial buildings, including new builds and renovations. These panels can be installed on timber frames, steel frames, or masonry walls. Products include SmartBoard Ceiling Tapered Edge and SmartBoard Wall & Floor Tapered Edge.",The International EPD® System,,https://www.environdec.com/library/epd13533,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:16:17.651699,
202,1819180571423805440,058dd095-ffd0-4530-a386-31fd19b1a65a,FATZER 带末端连接器的预制钢丝绳（螺旋股钢丝绳组件），FATZER 带末端连接器的预制钢丝绳（全锁盘钢丝绳组件）,"FATZER Prefabricated Steel Wire Ropes with End Connectors (Spiral Strand Rope Assemblies), FATZER Prefabricated Steel Wire Ropes with End Connectors (Full Locked Coil Rope Assemblies)",tonne,2024-06-21,2024-06-21,2029-06-21,,,"Description: FATZER specializes in the production of top-quality ropes, with a focus on technically sophisticated ropes for ropeways, structures, and more. They offer a comprehensive range of services from planning to installation, inspection, and maintenance. The product, FATZER Prefabricated steel and stainless steel wire ropes with end connectors, includes Spiral Strand Rope Assemblies and Full Locked Coil Rope Assemblies, as described in EN 12385 and EN 1993-1-11. These ropes are made from individual wires arranged in a helical order and cut into lengths for specific structures. End connections are fitted by spelter socketing or swaging. The ropes consist of round and profile wire made from high-strength unalloyed steel in accordance with DIN EN 10264-2 and DIN EN 10264-3. They are used as load-bearing tensile structural members in various applications like vehicular bridges, pedestrian bridges, roof structures, membrane structures, facades, and stayed masts.",The International EPD® System,,https://www.environdec.com/library/epd10365,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:17:01.625096,
203,1819180937636876288,46f0acaa-3ee2-4d3f-9daf-0a35d03519c2,PowerKon LT 尺寸,PowerKon LT  size,kg,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd12774,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:18:28.937915,
204,1819181096223510528,70b3b6e0-de5b-446a-9b1f-1fbef5314153,PPG SIGMA BRANDIKOTE ECO,PPG SIGMA BRANDIKOTE ECO,kg,2024-07-22,2024-07-22,2029-07-15,European Union Countries,,"Description: Water-based acrylic paint for interiors with low environmental impact. Excellent white index, opacity class 2 and washability class 2 according to EN 13300. Suitable for plasters, premixed, plaster and plasterboard surfaces. Suitable for direct application to plasterboard. The product achieves the Ecolabel and the VOC report to be in line with LEED and CAM.",The International EPD® System,,https://www.environdec.com/library/epd15150,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:19:06.747425,
205,1819181596515897344,14523cb4-55f5-4eac-a00a-a6c2c8e6ca5e,SCG 通道（纤维水泥产品，无石棉）,SCG Channel (Fiber cement product  Non Asbestos),kg,2024-06-05,2024-06-05,2029-06-04,Thailand,,"Description: Siam Fibre Cement Group under the SCG corporate, a leading conglomerate in ASEAN, recognizes the importance of responsible business practices. It is elevating its operations by integrating sustainable development strategies in line with the United Nations’ Sustainable Development Goals (SDGs) through the “ESG 4 Plus” approach, emphasizing Net Zero – Go Green – Reduce Inequality – Enhance Collaboration Plus Trust through Transparency.

Product description: Fiber Cement Product Produced by using X-Trusion technology. The product can be made into C-Channel Steel Shape. The product is lightweight when compared to C-Channel Steel. It is made for decorative function and should not be used for structural purposes. They are installed as construction fixed to timber frame, steel frame, or masonry walls.",The International EPD® System,,https://www.environdec.com/library/epd13534,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:21:06.026161,
206,1819181752145547264,2b3a6563-127a-4fba-842f-98e32c256c0b,TEKNOL 1830 透明 (TEKNOL 1830)、TEKNOL 1830 底色 T (TEKNOL 1830),"TEKNOL 1830 TRANSPARENT (TEKNOL 1830), TEKNOL 1830 BASE T (TEKNOL 1830)",kg,2024-06-18,2024-06-18,2029-06-18,Europe,,"Description: Industrial priming of exterior wooden and prefabricated units for wooden houses. This coating may be used on timber which has been FR impregnated with phosphorous-based fire retardant formulations. The coating product itself does not hold any fire-retardant properties. The topcoat should be applied as soon as possible, at the latest during the first summer. TEKNOL 1830-00 can be applied by Conventional spraying, Brush machine, Vacumat, Brush. Apply at temperatures between 15°C and 40°C, and humidity levels below 80% RH. Low temperature and high humidity may inhibit curing. The surface temperature must be at least 3°C above the dew point to prevent moisture condensation during the curing process. The surface to be coated must be clean, dry and free from dust and grease. Theoretical spreading rate translucent (m²/l): 8 m²/l (wet film 130 g/m², dry film 23 µm). Theoretical spreading rate opaque(m²/l):10 m²/l (wet film 110 g/m², dry film 30 µm). Dry to recoat: 5-24 hours (23°C/50% RH) depending on color shade and type of substrate. The equipment is cleaned with water. Density (kg/m3): 1031. Colour: Base T. Solid content (%w/w): 20,59. VOC content (g/L) : 30.",The International EPD® System,,https://www.environdec.com/library/epd14566,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:21:43.131107,
207,1819181842830594048,4dd3c425-e2b6-4ad4-8b87-841c883bf4e0,PETG 15 毫米（符合 REACH 法规，符合 RoHS 规范）,"PETG 15 mm (REACH compliant, RoHS compliant)",m²,2024-06-25 (version 1.3),2024-06-25 (version 1.3),2028-10-15,,,"Description: The PETG 1.5 mm is based on polyethylene terephthalate (PET) extruded sheets, offering a rigid finish with an average density of 1.30 g/cm³. It is REACH and RoHS compliant. Upon customer request, SIMONA can produce the product in different thicknesses and in various colors. These halogen-free sheets combine the benefits of an attractive surface finish (embossed or smooth) and high rigidity, making them suitable for indoor use in wall cladding applications. They are ideal for wall/door protection, hygienic wall cladding, and decorative wall panels in rooms, corridors, and/or wet areas such as hospitals, schools, offices, hotels, etc.",The International EPD® System,,https://www.environdec.com/library/epd10313,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:22:04.751967,
208,1819181961558757376,282c221e-9b8a-4b34-bf69-b63f51b0df3b,AC 11 Surf Sid（CPC 3794）、AC16 Surf Sid（CPC 3794）,"AC 11 Surf Sid(CPC 3794), AC16 Surf Sid(CPC 3794)",kg,,,,,,"Description: The products analyzed are hot bituminous asphalt mixtures. A bituminous asphalt mixture is defined as the combination of a hydrocarbon binder, aggregates (including mineral dust), and possibly additives, so that all the aggregate particles are covered by a homogeneous film of binder. It is called hot because the mixture reaches 175 ºC during production. The general product name is AC Base/Intermedia with 2 variations: AC 11 Surf Sid and AC16 Surf Sid. The mixture complies with UNE-EN 13108-1 and with PG3 article 542. The declared unit is ""1000 kg of hot mix asphalt AC Surf Eco"".",The International EPD® System,,https://www.environdec.com/library/epd15096,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:22:33.058979,
209,1819182055200788480,433d3852-389c-4518-908c-65a1eb5bc2b4,"AC 11 Surf Sid R15(CPC 3794), AC16 Surf Sid R15(CPC 3794)","AC 11 Surf Sid R15(CPC 3794), AC16 Surf Sid R15(CPC 3794)",kg,,,,"None

The provided text does not specify any geographical scope for the product",,"Description: The products analyzed are hot bituminous asphalt mixtures. A bituminous asphalt mixture is defined as the combination of a hydrocarbon binder, aggregates (including mineral dust) and possibly additives, so that all the aggregate particles are covered by a homogeneous film of binder. It is called hot because the mixture reaches 175 ºC during production. The general product name is AC Surf Eco RA with 2 variations: AC 11 Surf Sid R15 and AC16 Surf Sid R15. The mixture complies with UNE-EN 13108-1 and with PG3 article 542.",The International EPD® System,,https://www.environdec.com/library/epd15097,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:22:55.384967,
210,1819183893673283584,50fa7eee-1d2a-48b8-ab5b-c703a2a6aaa6,名称（产品编号）） 不过，我可以提供一份文中提及的产品或材料清单，以及任何相关参考资料,"Name(Product Number)) However, I can provide a list of products or materials mentioned in the text along with any associated references",kg,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd8186,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:30:13.711632,
211,1819184260771352576,7d9d7c39-afd8-4cea-8481-95aa6c86563d,AC11 底座/底盘 R25、AC16 底座/底盘 R25、AC22 底座/底盘 R25,"AC11 Base/Bin R25, AC16 Base/Bin R25, AC22 Base/Bin R25",kg,,,,,,"Description: The products analyzed are hot bituminous asphalt mixtures. A bituminous asphalt mixture is defined as the combination of a hydrocarbon binder, aggregates (including mineral dust), and possibly additives, so that all the aggregate particles are covered by a homogeneous film of binder. It is called hot because the mixture reaches 175 ºC during production. The general product name is AC Base/Intermedia Eco RA with 3 variations: AC11 Base/Bin R25, AC16 Base/Bin R25, and AC22 Base/Bin R25. The mixture complies with UNE-EN 13108-1 and with PG3 article 542. The declared unit is ""1000 kg of hot mix asphalt AC Base/Intermedia Eco RA"".",The International EPD® System,,https://www.environdec.com/library/epd15092,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:31:41.234438,
